hpo_id,hpo_label_2013,hpo_label_2017,alt_id,facial_congenital,hpoName,2017_to_2013_alt
HP:0000322,Short philtrum,Short philtrum,HP:0200090,facial dysmorphism,Short philtrum,
HP:0000323,"Long, flat philtrum",,,facial dysmorphism,"Long, flat philtrum",
HP:0000324,Facial asymmetry,Facial asymmetry,HP:0003775,facial dysmorphism,Facial asymmetry,
HP:0000325,Triangular facies,Triangular face,HP:0004645HP:0004662HP:0004668,facial dysmorphism,Triangular facies,
HP:0000326,Abnormality of the maxilla,Abnormality of the maxilla,,congenital abnormality,Abnormality of the maxilla,
HP:0000327,Hypoplasia of the maxilla,Hypoplasia of the maxilla,HP:0004644,congenital abnormality,Hypoplasia of the maxilla,
HP:0000329,Facial hemangioma,Facial hemangioma,,none,Facial hemangioma,
HP:0000330,Mild micrognathia,,,facial dysmorphism,Mild micrognathia,
HP:0000331,Small chin,Short chin,,facial dysmorphism,Small chin,
HP:0000333,Full forehead,,,facial dysmorphism,Full forehead,
HP:0000334,"Long, thin face",,,,"Long, thin face",
HP:0000335,Wizened face,,,,Wizened face,
HP:0000336,Prominent supraorbital ridges,Prominent supraorbital ridges,,facial dysmorphism,Prominent supraorbital ridges,
HP:0000337,Broad forehead,Broad forehead,HP:0000352HP:0000354,facial dysmorphism,Broad forehead,
HP:0000338,Hypomimic face,Hypomimic face,HP:0008769,facial dysmorphism,Hypomimic face,
HP:0000339,'Pugilistic facies',Pugilistic facies,,,'Pugilistic facies',
HP:0000340,Sloping forehead,Sloping forehead,HP:0000351HP:0004480HP:0008493HP:0008500,facial dysmorphism,Sloping forehead,
HP:0000341,Narrow forehead,Narrow forehead,HP:0000314HP:0004674HP:0004677,facial dysmorphism,Narrow forehead,
HP:0000342,"High, sloping forehead",,,facial dysmorphism,"High, sloping forehead",
HP:0000343,Long philtrum,Long philtrum,,facial dysmorphism,Long philtrum,
HP:0000345,Severe micrognathia,,,,Severe micrognathia,
HP:0000346,'Whistling' Appearance,Whistling appearance,,none,'Whistling' Appearance,
HP:0000347,Micrognathia,Micrognathia,HP:0000210HP:0000330HP:0000345HP:0002005HP:0002674HP:0004669HP:0005460HP:0005470,facial dysmorphism,Micrognathia,
HP:0000348,High forehead,High forehead,HP:0000342,facial dysmorphism,High forehead,
HP:0000349,Widow's peak,Widow's peak,HP:0004544,facial dysmorphism,Widow's peak,
HP:0000350,Small forehead,Small forehead,,facial dysmorphism,Small forehead,
HP:0000353,"Facial muscle weakness, mild",,,facial dysmorphism,"Facial muscle weakness, mild",
HP:0000354,"High, broad forehead",,,facial dysmorphism,"High, broad forehead",
HP:0000355,Hypoaldosteronism,,,,Hypoaldosteronism,
HP:0000356,Abnormality of the outer ear,Abnormality of the outer ear,HP:0001752,facial dysmorphism,Abnormality of the outer ear,
HP:0000357,Abnormal location of ears,Abnormal location of ears,,facial dysmorphism,Abnormal location of ears,
HP:0000358,Posteriorly rotated ears,Posteriorly rotated ears,HP:0008535,facial dysmorphism,Posteriorly rotated ears,
HP:0000359,Abnormality of the inner ear,Abnormality of the inner ear,,congenital abnormality,Abnormality of the inner ear,
HP:0000360,Tinnitus,Tinnitus,,none,Tinnitus,
HP:0000361,Pulsatile tinnitus (tympanic paraganglioma),obsolete Pulsatile tinnitus (tympanic paraganglioma),,,Pulsatile tinnitus (tympanic paraganglioma),
HP:0000362,Otosclerosis,Otosclerosis,,none,Otosclerosis,
HP:0000363,Abnormality of ear lobes,Abnormality of earlobe,,facial dysmorphism,Abnormality of ear lobes,
HP:0000364,Hearing abnormality,Hearing abnormality,,none,Hearing abnormality,
HP:0000365,Hearing impairment,Hearing impairment,HP:0000404HP:0001728HP:0001729HP:0001754HP:0008560HP:0008563,none,Hearing impairment,
HP:0000366,Abnormality of the nose,Abnormality of the nose,,facial dysmorphism,Abnormality of the nose,
HP:0000367,Conductive deafness,,,none,Conductive deafness,
HP:0000368,"Low-set, posteriorly rotated ears","Low-set, posteriorly rotated ears",,facial dysmorphism,"Low-set, posteriorly rotated ears",
HP:0000369,Low-set ears,Low-set ears,,facial dysmorphism,Low-set ears,
HP:0000370,Abnormality of the middle ear,Abnormality of the middle ear,,congenital abnormality,Abnormality of the middle ear,
HP:0000371,Acute otitis media,Acute otitis media,,none,Acute otitis media,
HP:0000372,Abnormality of the auditory canal,Abnormality of the auditory canal,,congenital abnormality,Abnormality of the auditory canal,
HP:0000375,Abnormality of cochlea,Abnormal cochlea morphology,,congenital abnormality,Abnormality of cochlea,
HP:0000376,Mondini malformation,Incomplete partition of the cochlea type II,,,Mondini malformation,
HP:0000377,Abnormality of the pinna,Abnormality of the pinna,HP:0000390HP:0000398HP:0004465HP:0008562HP:0008566HP:0008567HP:0008580HP:0008582HP:0008602,facial dysmorphism,Abnormality of the pinna,
HP:0000378,Cup-shaped ears,Cupped ear,HP:0008531HP:0008600,facial dysmorphism,Cup-shaped ears,
HP:0000379,"Small, simple ears",,,non-facial dysmorphism,"Small, simple ears",
HP:0000380,Abnormality of the helix,,,non-facial dysmorphism,Abnormality of the helix,
HP:0000381,Stapes ankylosis,Stapes ankylosis,,congenital abnormality,Stapes ankylosis,
HP:0000382,"Large, prominent ears",,,,"Large, prominent ears",
HP:0000383,Abnormality of periauricular region,Abnormality of periauricular region,,non-facial dysmorphism,Abnormality of periauricular region,
HP:0000384,Preauricular skin tag,Preauricular skin tag,HP:0008575HP:0100278,facial dysmorphism,Preauricular skin tag,
HP:0000385,Hypoplastic ear lobes,Small earlobe,HP:0008616,facial dysmorphism,Hypoplastic ear lobes,
HP:0000386,"Large, floppy ears",,,non-facial dysmorphism,"Large, floppy ears",
HP:0000387,Lobeless ears,Absent earlobe,,facial dysmorphism,Lobeless ears,
HP:0000388,Otitis media,Otitis media,,none,Otitis media,
HP:0000389,Chronic otitis media,Chronic otitis media,HP:0008524,none,Chronic otitis media,
HP:0000390,Simple ears,,,non-facial dysmorphism,Simple ears,
HP:0000391,Thickened helices,Thickened helices,,facial dysmorphism,Thickened helices,
HP:0000393,Microtia,,,non-facial dysmorphism,Microtia,
HP:0000394,Lop ears,Lop ear,,facial dysmorphism,Lop ears,
HP:0000395,Prominent antihelix,Prominent antihelix,,facial dysmorphism,Prominent antihelix,
HP:0000396,Overfolded helix,Overfolded helix,HP:0001758HP:0008570,facial dysmorphism,Overfolded helix,
HP:0000398,Dysplastic ears,,,non-facial dysmorphism,Dysplastic ears,
HP:0000399,Prelingual sensorineural deafness,Prelingual sensorineural hearing impairment,HP:0001731,,Prelingual sensorineural deafness,
HP:0000400,Large ears,Macrotia,HP:0000382HP:0000386HP:0000401HP:0001755,facial dysmorphism,Large ears,
HP:0000401,"Large, dysplastic ears",,,,"Large, dysplastic ears",
HP:0000402,Stenotic external auditory canal,Stenosis of the external auditory canal,HP:0000373,congenital abnormality,Stenotic external auditory canal,
HP:0000403,Recurrent otitis media,Recurrent otitis media,HP:0008622HP:0008623HP:0008624,none,Recurrent otitis media,
HP:0000404,Deafness,,,none,Deafness,
HP:0000405,Conductive hearing impairment,Conductive hearing impairment,HP:0000367HP:0008581,none,Conductive hearing impairment,
HP:0000407,Sensorineural hearing impairment,Sensorineural hearing impairment,HP:0000374HP:0001753HP:0001916HP:0008538HP:0008553HP:0008565HP:0008576HP:0008611HP:0008613HP:0008614,none,Sensorineural hearing impairment,
HP:0000408,Progressive sensorineural hearing impairment,Progressive sensorineural hearing impairment,HP:0000397HP:0000406HP:0008592HP:0008601HP:0008617,none,Progressive sensorineural hearing impairment,
HP:0000410,Mixed hearing loss,Mixed hearing impairment,,none,Mixed hearing loss,
HP:0000411,Protruding ears,Protruding ear,HP:0000412,facial dysmorphism,Protruding ears,
HP:0000412,Prominent ears,,,non-facial dysmorphism,Prominent ears,
HP:0000413,External auditory canal atresia,Atresia of the external auditory canal,HP:0008547HP:0008564HP:0008626,congenital abnormality,External auditory canal atresia,
HP:0000414,Bulbous nose,Bulbous nose,HP:0000443,facial dysmorphism,Bulbous nose,
HP:0000415,Abnormality of the choanae,Abnormality of the choanae,,,Abnormality of the choanae,
HP:0000416,Choanal atresia or stenosis,,,congenital abnormality,Choanal atresia or stenosis,
HP:0000417,Slender nose,Slender nose,,facial dysmorphism,Slender nose,
HP:0000418,Pinched nose,Narrow nasal ridge,,facial dysmorphism,Pinched nose,
HP:0000419,Abnormality of the nasal septum,Abnormality of the nasal septum,,congenital abnormality,Abnormality of the nasal septum,
HP:0000420,Short nasal septum,Short nasal septum,,,Short nasal septum,
HP:0000421,Epistaxis,Epistaxis,,none,Epistaxis,
HP:0000422,Abnormality of the nasal bridge,Abnormality of the nasal bridge,HP:0000423,facial dysmorphism,Abnormality of the nasal bridge,
HP:0000423,Abnormality of the nasal root,,,none,Abnormality of the nasal root,
HP:0000424,Broad nasal root,,,facial dysmorphism,Broad nasal root,
HP:0000425,Flattened nasal bridge,,,facial dysmorphism,Flattened nasal bridge,
HP:0000426,Prominent nasal bridge,Prominent nasal bridge,HP:0000432HP:0000442HP:0004498HP:0005287,facial dysmorphism,Prominent nasal bridge,
HP:0000427,Upturned nose,,,facial dysmorphism,Upturned nose,
HP:0000428,Low nasal bridge,,,facial dysmorphism,Low nasal bridge,
HP:0000429,Abnormality of the nasal alae,Abnormality of the nasal alae,,facial dysmorphism,Abnormality of the nasal alae,
HP:0000430,Hypoplastic nasal alae,Underdeveloped nasal alae,HP:0004497HP:0004507HP:0005276HP:0005277HP:0005286,facial dysmorphism,Hypoplastic nasal alae,
HP:0000431,Broad nasal bridge,Wide nasal bridge,HP:0000424HP:0004500HP:0004504HP:0004650HP:0200139,facial dysmorphism,Broad nasal bridge,
HP:0000432,Prominent nasal root,,,,Prominent nasal root,
HP:0000433,Abnormality of the nasal mucosa,Abnormality of the nasal mucosa,,none,Abnormality of the nasal mucosa,
HP:0000434,Nasal mucosa telangiectases,Nasal mucosa telangiectasia,,,Nasal mucosa telangiectases,
HP:0000436,Abnormality of the nasal tip,Abnormality of the nasal tip,,facial dysmorphism,Abnormality of the nasal tip,
HP:0000437,Flat nasal tip,Depressed nasal tip,HP:0005279,facial dysmorphism,Flat nasal tip,
HP:0000438,"Short, broad nose",,,facial dysmorphism,"Short, broad nose",
HP:0000439,"Flat, broad nasal bridge",,,,"Flat, broad nasal bridge",
HP:0000441,"Short, upturned nose",,,facial dysmorphism,"Short, upturned nose",
HP:0000442,High nasal bridge,,,facial dysmorphism,High nasal bridge,
HP:0000443,Bulbous nasal tip,,,facial dysmorphism,Bulbous nasal tip,
HP:0000444,Beaked nose,Convex nasal ridge,,facial dysmorphism,Beaked nose,
HP:0000445,Broad nose,Wide nose,HP:0000438,facial dysmorphism,Broad nose,
HP:0000446,Narrow nasal bridge,Narrow nasal bridge,HP:0100782,facial dysmorphism,Narrow nasal bridge,
HP:0000447,Pear-shaped nose,Pear-shaped nose,,facial dysmorphism,Pear-shaped nose,
HP:0000448,Prominent nose,Prominent nose,HP:0000461HP:0005271HP:0200140,facial dysmorphism,Prominent nose,
HP:0000450,"Small, pointed nose",,,facial dysmorphism,"Small, pointed nose",
HP:0000451,Triangular nasal tip,Triangular nasal tip,,facial dysmorphism,Triangular nasal tip,
HP:0000452,Choanal stenosis,Choanal stenosis,,none,Choanal stenosis,
HP:0000453,Choanal atresia,Choanal atresia,HP:0000416HP:0004503,congenital abnormality,Choanal atresia,
HP:0000454,Flared nostrils,Flared nostrils,,facial dysmorphism,Flared nostrils,
HP:0000455,Broad nasal tip,Broad nasal tip,HP:0004501HP:0005269,facial dysmorphism,Broad nasal tip,
HP:0000456,Bifid nasal tip,Bifid nasal tip,HP:0005282,facial dysmorphism,Bifid nasal tip,
HP:0000457,Flat nose,Depressed nasal ridge,,facial dysmorphism,Flat nose,
HP:0000458,Anosmia,Anosmia,,none,Anosmia,
HP:0000460,Narrow nose,Narrow nose,,facial dysmorphism,Narrow nose,
HP:0000461,Large nose,,,facial dysmorphism,Large nose,
HP:0000462,Nasal polyps,,,,Nasal polyps,
HP:0000463,"Nares, anteverted",Anteverted nares,HP:0000427HP:0000435HP:0000441,facial dysmorphism,"Nares, anteverted",
HP:0000464,Abnormality of the neck,Abnormality of the neck,,non-facial dysmorphism,Abnormality of the neck,
HP:0000465,Webbed neck,Webbed neck,,non-facial dysmorphism,Webbed neck,
HP:0000466,Limited neck range of motion,Limited neck range of motion,,none,Limited neck range of motion,
HP:0000467,Neck muscle weakness,Neck muscle weakness,,none,Neck muscle weakness,
HP:0000468,Normal or increased adipose tissue around the neck,Increased adipose tissue around the neck,,,Normal or increased adipose tissue around the neck,
HP:0000470,Short neck,Short neck,HP:0005992HP:0200137,non-facial dysmorphism,Short neck,
HP:0000471,Gastrointestinal angiodysplasia,Gastrointestinal angiodysplasia,,,Gastrointestinal angiodysplasia,
HP:0000472,Long neck,Long neck,,non-facial dysmorphism,Long neck,
HP:0000473,Spasmodic torticollis,Torticollis,,none,Spasmodic torticollis,
HP:0000474,Excess nuchal skin,Thickened nuchal skin fold,HP:0000477,non-facial dysmorphism,Excess nuchal skin,
HP:0000475,Broad neck,Broad neck,,non-facial dysmorphism,Broad neck,
HP:0000476,Cystic hygroma,Cystic hygroma,,congenital abnormality,Cystic hygroma,
HP:0000477,Nuchal skin folds,,,,Nuchal skin folds,
HP:0000478,Abnormality of the eye,Abnormality of the eye,,congenital abnormality,Abnormality of the eye,
HP:0000479,Abnormality of the retina,Abnormal retinal morphology,HP:0007938,none,Abnormality of the retina,
HP:0000480,Retinal coloboma,Retinal coloboma,HP:0007808,congenital abnormality,Retinal coloboma,
HP:0000481,Abnormality of the cornea,Abnormal cornea morphology,HP:0007771HP:0007972,congenital abnormality,Abnormality of the cornea,
HP:0000482,Microcornea,Microcornea,HP:0100688,congenital abnormality,Microcornea,
HP:0000483,Astigmatism,Astigmatism,,none,Astigmatism,
HP:0000484,Hyperopic astigmatism,Hyperopic astigmatism,,none,Hyperopic astigmatism,
HP:0000485,Megalocornea,Megalocornea,HP:0007660,congenital abnormality,Megalocornea,
HP:0000486,Strabismus,Strabismus,HP:0000487,none,Strabismus,
HP:0000487,Congenital strabismus,obsolete Congenital strabismus,,none,Congenital strabismus,
HP:0000488,Retinopathy,Retinopathy,,none,Retinopathy,
HP:0000489,Abnormality of globe location or size,obsolete Abnormality of globe location or size,,congenital abnormality,Abnormality of globe location or size,
HP:0000490,Deeply set eye,Deeply set eye,HP:0000663,facial dysmorphism,Deeply set eye,
HP:0000491,Keratitis,Keratitis,,none,Keratitis,
HP:0000492,Abnormality of the eyelid,Abnormal eyelid morphology,HP:0000285,facial dysmorphism,Abnormality of the eyelid,
HP:0000493,Abnormality of the fovea,Abnormal foveal morphology,,none,Abnormality of the fovea,
HP:0000494,Downward slanting palpebral fissures,Downslanted palpebral fissures,HP:0007714HP:0007908,facial dysmorphism,Downward slanting palpebral fissures,
HP:0000495,Recurrent corneal erosions,Recurrent corneal erosions,HP:0007674HP:0007749,,Recurrent corneal erosions,
HP:0000496,Abnormality of eye movement,Abnormality of eye movement,HP:0006860,none,Abnormality of eye movement,
HP:0000497,Globe retraction and deviation on abduction,Globe retraction and deviation on abduction,,,Globe retraction and deviation on abduction,
HP:0000498,Blepharitis,Blepharitis,,none,Blepharitis,
HP:0000499,Abnormality of the eyelashes,Abnormal eyelash morphology,HP:0004530,facial dysmorphism,Abnormality of the eyelashes,
HP:0000500,"Long, curly eyelashes",,,,"Long, curly eyelashes",
HP:0000501,Glaucoma,Glaucoma,,none,Glaucoma,
HP:0000502,Abnormality of the conjunctiva,Abnormal conjunctiva morphology,,none,Abnormality of the conjunctiva,
HP:0000503,Tortuosity of conjunctival vessels,Tortuosity of conjunctival vessels,,,Tortuosity of conjunctival vessels,
HP:0000504,Abnormality of vision,Abnormality of vision,,none,Abnormality of vision,
HP:0000505,Impaired vision,Visual impairment,HP:0000516HP:0000566HP:0007758HP:0007860HP:0007983,none,Impaired vision,
HP:0000506,Telecanthus,Telecanthus,,facial dysmorphism,Telecanthus,
HP:0000508,Ptosis,Ptosis,,facial dysmorphism,Ptosis,
HP:0000509,Conjunctivitis,Conjunctivitis,,none,Conjunctivitis,
HP:0000510,Retinitis pigmentosa,Rod-cone dystrophy,HP:0000547HP:0001127HP:0007635HP:0007645HP:0007742HP:0007816HP:0007826HP:0007927HP:0008036,none,Retinitis pigmentosa,
HP:0000511,Vertical supranuclear gaze palsy,Vertical supranuclear gaze palsy,,,Vertical supranuclear gaze palsy,
HP:0000512,Abnormal electroretinogram,Abnormal electroretinogram,HP:0003285,none,Abnormal electroretinogram,
HP:0000514,Slow saccades,Slow saccadic eye movements,,none,Slow saccades,
HP:0000515,Corneal opacity,,,none,Corneal opacity,
HP:0000517,Abnormality of the lens,Abnormality of the lens,,none,Abnormality of the lens,
HP:0000518,Cataract,Cataract,HP:0001113HP:0007825HP:0010700,none,Cataract,
HP:0000519,Congenital cataract,Developmental cataract,HP:0001108HP:0007679HP:0007692HP:0007726HP:0007788,none,Congenital cataract,
HP:0000520,Proptosis,Proptosis,HP:0000536HP:0000644HP:0000645HP:0007711HP:0007870,facial dysmorphism,Proptosis,
